cat1_w.value,cat2_x.value,cat3_y.value,cat4_z.1,cat4_z.3
0.40109315854571925,15.419025353934316,7.808090109008044,-0.023503390257932535,1.0035027760264592
0.12223187075943913,13.743491160649906,6.831928983640209,0.021664308276946518,0.9583309995996686
0.11577361846982247,5.80035469107655,1.4905948720840148,0.9031169279248552,0.07689012650108136
0.10164038245511327,16.377796778172115,8.227460284106265,-0.05266222899948495,1.0326580039618747
0.1572514427491022,15.194484790200738,7.382689337483199,0.11419236820501388,0.8658032337604213
0.10542962937352393,6.923421458109143,1.7648292607673304,0.97205870712433,0.007943541591972421
0.22007944863630044,10.878866830409551,5.2470234563062155,0.07985337976875553,0.9001561952004536
0.1616641425758143,5.1335739304141415,1.2541185036184939,0.854332953861519,0.12567078813549973
0.5468994396954031,12.524489938817087,6.682330271133788,-0.042671759468421736,1.0226685774105748
0.3618283786345558,10.643849466650837,5.430412509768831,0.046182932968528476,0.933820135277598
0.3784552286596782,15.939231711909926,8.20054349836902,-0.09625002740176405,1.0762547641584808
0.5082040627903518,2.1656865739586864,-0.044040768243559604,1.1381965767141324,-0.1581769272518177
0.09059383746684982,23.859773716406988,12.072052273985603,-0.16858499654156023,1.1486086669446298
0.40902191416498007,6.287445867049907,1.538768510025018,1.0065002812292692,-0.02649896297844244
0.44643247754647675,10.833983262667033,5.288722513649171,0.04013750743530678,0.939856901149677
0.6517155529907863,20.35107641044286,10.031985880920672,-0.032189203487903655,1.0121865210968828
0.5982821254576333,5.617046152216044,1.3332695622752446,0.9866357285262125,-0.006635723554600323
0.2388212449803112,19.51606846918579,9.92850472728429,-0.09827507282304501,1.0782872235674925
0.48371576230586094,4.2883683461162345,0.8936784721306271,0.9636659194957098,0.01633585559354801
0.37523718838439013,7.683199819214484,2.1439505738607463,0.8805435798738068,0.09947663964314656
0.42083050201919947,4.015041449007455,0.9540579508796782,0.8102231565179521,0.1698049244833736
0.2292022266694175,18.128515008274167,9.156276512818573,-0.05937431588337165,1.0393830893872797
0.1822666370962762,15.60031718027883,7.621688774257052,0.08747650876429738,0.8925336961943351
0.49443936970760766,7.821075816993788,2.4653081293501433,0.7628228782141173,0.21719725459161435
0.4467372781795268,2.2869350726033604,0.03366739719076639,1.13575239419323,-0.1557479345651364
0.1527014679956505,3.023064544425841,0.4389456054051361,0.8763769839183478,0.10361618709265269
