cat1_w,cat2_x,cat3_y,cat4_z
0.006207804478449166,13.33650707796277,7.330456803317088,3
0.013524899462124287,2.7773907469472996,0.36110432812399346,1
0.2981836661999234,20.39037832139862,10.213087090045978,3
0.09341784563255567,6.501930948442924,1.7333130912758752,1
0.1866025244528922,10.14463432625714,4.418473039150164,1
0.3189983215706656,14.973080456424613,7.299931008786962,3
0.7308574900113592,-1.963820652495949,-1.877464192579701,1
0.30482762268263386,23.152579588561057,11.687685783980127,3
0.2976220880456029,11.095640098050717,5.393171861978672,3
0.42320573449912013,15.660803309633462,8.196238075607395,3
0.504467704809088,10.905974942423345,5.182221052721948,3
0.05980690610152353,27.358100460271796,13.404554656874867,3
0.18443410925946546,8.070534649694943,2.3089657596546926,1
0.08405234541697378,7.207097348628376,1.971748154980649,1
0.7108964103994301,14.451366160137898,7.3426488304832755,3
0.018427100530209642,18.79637959506928,9.78372757012428,3
0.27510846095227104,8.868702254114714,4.536218778750024,3
0.1418045305324423,2.7074251863910006,0.17229645897188228,1
0.25236957123885884,25.473383744507444,12.271801710288651,3
0.21311303358045774,24.91273154079977,12.428412302519302,3
0.6161393274076731,15.804069431709545,7.833308205332764,3
0.32024775494943936,17.483997833240156,8.459027130511476,3
0.4730197498791858,10.379554202907135,5.288911963989314,3
0.5604917969989239,2.9849649813068355,0.41451058096308496,1
0.8735191833967392,3.2829425769658256,0.4322313161444633,1
0.3470442423491218,6.047593089721433,1.5445745709687189,1
0.18672486881756267,8.17488648289583,3.07594459873542,3
0.42358615484749673,6.004181122001766,1.5788675911659686,1
0.6691746853574086,9.361000842995836,4.604832194697327,3
0.6435934429077472,0.7214258945077543,-0.5310516137702113,1
0.2908322397571617,11.766878585313618,6.164466134376908,3
0.16759147391048373,4.9633907778259925,1.07776848193638,1
0.23579051127723544,4.169128559594035,1.0115254192148062,3
0.31597856724633333,20.39654318363679,10.321555450085919,3
0.0971487019958624,2.8242149807285193,0.13373417048426758,1
0.47557589719971904,4.5075200728182985,0.9961339343961099,1
0.5419316081382659,2.1449552525146225,0.07603479644527888,1
0.09578750454918439,21.343364241656456,10.781183248391303,3
0.6849302557803841,8.399322232469112,3.778439116892334,3
0.28423778930009974,4.684233092950562,1.015610714799511,1
0.03329586653652314,3.87998039994347,0.9130257555871064,3
0.5512703633833573,5.377456358965351,1.3961631235486103,1
0.33974334256235805,20.466798948916775,10.362654142576373,3
0.625499141555694,6.7819142050733,1.7402588372347665,1
0.024298209566049347,11.548427084318154,5.702054111920394,3
0.06340691850440859,14.843093585387056,7.484544998812013,3
0.4315773007352296,11.542879999947449,5.888998575659251,3
0.9610063360906903,18.534494358420826,9.487967360316633,3
0.43504398093216473,4.793444839174387,1.15418589835078,1
0.14465121313043164,4.213585500201208,1.1524142253501872,3
0.4092749823070153,2.7722325004825747,0.2794031582263736,1
0.02160820167412028,17.229852917069113,8.524673973420693,3
0.19402342391012029,12.03659372868928,6.361479140733289,3
0.13439561601756528,5.317279073383647,1.3554028163142842,3
0.7872077501771209,10.394888992247743,4.4938471593812945,1
0.025421128674777044,22.869049657117174,11.521528464563238,3
0.054936802946510765,5.993093535965786,1.631092539539748,3
0.4536321115248166,4.754370303995293,0.9587454171641102,1
0.51700985909918,19.63719220482196,10.165880891460034,3
0.30880464575764327,23.38960810982219,11.600997546217396,3
0.013091991575436373,9.833559816615871,4.453945631350077,3
0.31168650164686057,23.848882919384923,11.927188664905296,3
0.6607892132223085,6.397482428374828,1.613990121360415,1
0.2365339604339865,22.460513557008127,11.538584886878066,3
