cat1_w,cat2_x,cat3_y,cat4_z
0.25798240633765396,18.155177006112076,9.181611192129143,3
0.5839078770742,-1.8634571846912849,-0.8477426617373336,3
0.06949484634444333,10.521866337481299,2.1520799981736736,1
0.06820778210328267,20.885130595462634,10.466866450041696,3
0.05106306180246207,13.944522498528485,7.012034608692993,3
0.279532551278594,4.931238658082218,1.0470512043957367,1
0.4233488000135124,17.11275382838417,8.561371832786225,3
0.8772567998481563,1.9250840626824661,0.4472923291966057,1
0.5529361755367982,19.357869553168122,9.708238259278442,3
0.1592891716828118,15.397750102566036,7.709543930567008,3
0.16239653669563386,18.73674980503874,9.417176248613796,3
0.4807112945211075,5.680508864612427,1.2307062737305385,1
0.23147403016759396,12.461674859120635,6.26601933804546,3
0.18998565362837716,3.0458357766653426,0.6558069380638945,1
0.06683919075257488,23.057473600183243,11.575974938058685,3
0.058011832063368005,18.57215697292851,9.32054213645565,3
0.08739382359961784,3.523996309636366,0.7071053828659875,1
0.21308178484779094,22.27089846644622,11.184688988424593,3
0.6995813651916438,5.695312057363047,1.2281277087873417,1
0.6209343435111246,5.975384488499562,1.2396245726801067,1
0.5541246841615346,6.801587875095806,1.4148276269565463,1
0.32073345567839234,11.5340770856175,5.830276062363799,3
0.03504852853832901,23.597544089129357,11.801150825866607,3
0.047947354990886315,8.723591284120431,1.7353262499328745,1
0.015950874587851827,3.699142445898289,0.7950050141846808,1
0.8388314938538419,4.622784195199574,0.9709320034740555,1
0.917338873786474,17.62097984219396,8.891423900745206,3
0.315868625288423,19.983343952850717,10.082579454083138,3
0.6773815845935891,10.218009240160367,2.0214103167833657,1
0.19705198118273412,16.79106826453438,8.433471692711542,3
0.4077428327027382,9.430914265859506,4.802830862009058,3
0.7631536198420422,4.6647462594478455,0.9880316657091162,1
0.7402497848299904,2.377973491748036,0.5128237684965381,1
0.5775036132981014,4.139404402853096,0.8772136612390549,1
0.05077097631375893,11.803900824116937,5.957376302836973,3
0.13134091661616987,18.06089537482631,9.019035257939091,3
0.30988089220762904,9.429686913139992,4.746267649239567,3
0.3665109566521086,9.725026722821845,4.869403094960376,3
0.07785337626231913,3.1150563189681617,0.6505920968792471,1
0.8368488506118981,13.184438158337798,6.566476070983409,3
0.3961414492926663,10.680969559492361,5.41749011283488,3
0.03392594210815197,5.277510366735865,1.1284875692671679,1
0.49920773783007605,5.846947056000018,1.2167033893981651,1
0.2411508166418309,2.816838111751467,0.6371996836350466,1
0.06898130580970897,15.012941939981872,7.530893923054322,3
0.3142859737340879,1.5681898211221494,0.3694538122648371,1
0.6796484546649224,1.6120193438440313,0.3869792777837052,1
0.7424906935343378,21.290239054301274,10.738654886535134,3
0.6457534211098912,9.058994877168491,4.559605772141246,3
0.22800827307223534,3.15257243908819,0.6833549092833798,1
0.6642734306595878,12.629120228867222,6.3835630954102385,3
0.335200998076537,7.36426667276317,1.513911103008525,1
0.41985362677020577,4.889398419397145,1.0228324667001027,1
0.33572334762407896,10.698837165620713,5.430391893786245,3
0.6113287766608833,1.1686138955251741,0.25784708542467843,1
0.5384609961716389,14.87224115721581,7.4534856070916256,3
0.1073014101589746,15.572989611063761,7.811945092126702,3
