,main_value,main_error,naive_value,naive_error,control_value,control_error,R
0,0.9940689205843452,0.005931079415654869,0.5339672382901737,0.05432945028862483,0.9940689205843452,0.005931079415654869,0.0
1,0.9848051283233886,0.01200150294014123,0.521615515275565,0.05440524617904633,0.9940689205843452,0.005931079415654869,0.0
2,0.9848051283233886,0.01200150294014123,0.4938241384926957,0.05445256503383643,0.9909809898306929,0.008467157777489479,0.0
3,0.9848051283233886,0.01200150294014123,0.5030879307536521,0.054455718162206096,0.9909809898306929,0.008467157777489479,0.0
4,0.9848051283233886,0.01200150294014123,0.5154396537682607,0.05443048802079704,0.9909809898306929,0.008467157777489479,0.0
5,0.9878930590770408,0.010391288856122314,0.47529655397078274,0.054389464079134406,0.9940689205843452,0.005931079415654869,0.0
6,0.9940689205843452,0.005931079415654869,0.49073620773904353,0.05444730941410351,0.9909809898306929,0.008467157777489479,0.34238022750665786
7,0.9878930590770408,0.010391288856122314,0.5154396537682607,0.05443048802079704,0.9909809898306929,0.008467157777489479,0.0
8,0.9940689205843452,0.005931079415654869,0.48764827698539137,0.054439950694085304,0.9909809898306929,0.008467157777489479,0.34238022750665786
9,0.9878930590770408,0.010391288856122314,0.5092637922609564,0.05444730941410351,0.9909809898306929,0.008467157777489479,0.0
