,main_value,main_error,naive_value,naive_error,control_value,control_error,R
0,0.4289775926660004,0.053897926900881576,0.049162109966785064,0.02292499661448877,0.4505931079415655,0.05418704723252142,0.0
1,0.4567689694488698,0.05425038362747531,0.06768969448869802,0.02686970967293985,0.45985690020252196,0.054278860893585176,0.0
2,0.48147241547808706,0.05441892029669639,0.0615138329813937,0.02564023712819345,0.4722086232171306,0.05437157216134774,0.01755199624030149
3,0.41662586965139176,0.05368512895626061,0.0615138329813937,0.02564023712819345,0.46603276170982627,0.05432945028862483,0.0
4,0.45985690020252196,0.054278860893585176,0.07077762524235018,0.02745756116390683,0.4845603462317392,0.05443048802079704,0.0
5,0.4629448309561741,0.054305215417586504,0.055337971474089385,0.02432995034819028,0.4567689694488698,0.05425038362747531,0.011368756863978572
6,0.48147241547808706,0.05441892029669639,0.055337971474089385,0.02432995034819028,0.4845603462317392,0.05443048802079704,0.0
7,0.4783844847244349,0.05440524617904633,0.0615138329813937,0.02564023712819345,0.46603276170982627,0.05432945028862483,0.023131986625547118
8,0.4197138004050439,0.053741602470882645,0.05842590222774154,0.02499597146008751,0.46603276170982627,0.05432945028862483,0.0
9,0.43824138492695686,0.05403473698929745,0.04607417921313291,0.022181446320998624,0.4845603462317392,0.05443048802079704,0.0
