,main_value,main_error,naive_value,naive_error,control_value,control_error,R
0,0.9446620285259106,0.02432995034819028,0.4938241384926957,0.05445256503383643,0.97245340530878,0.016910809632580032,0.0
1,0.9353982362649541,0.026264348387402377,0.5185275845219129,0.05441892029669639,0.9601016822941714,0.020597377006078072,0.0
2,0.9570137515405193,0.021406744672573193,0.4567689694488698,0.05425038362747531,0.9662775438014757,0.018856605740248868,0.0
3,0.9477499592795627,0.023640335110265996,0.5030879307536521,0.054455718162206096,0.9662775438014757,0.018856605740248868,0.0
4,0.950837890033215,0.02292499661448877,0.46912069246347843,0.05435156834210226,0.9601016822941714,0.020597377006078072,0.0
5,0.9570137515405193,0.021406744672573193,0.5123517230146086,0.054439950694085304,0.9631896130478236,0.019749081676185918,0.0
6,0.9384861670186063,0.02564023712819345,0.4722086232171306,0.05437157216134774,0.9662775438014757,0.018856605740248868,0.0
7,0.9631896130478236,0.019749081676185918,0.5,0.05445676916442468,0.9693654745551279,0.017913346937467777,0.0
8,0.9384861670186063,0.02564023712819345,0.4567689694488698,0.05425038362747531,0.9693654745551279,0.017913346937467777,0.0
9,0.9755413360624322,0.015837740742448477,0.5092637922609564,0.05444730941410351,0.9662775438014757,0.018856605740248868,0.27470692545111547
