,main_value,main_error,naive_value,naive_error,control_value,control_error,R
0,0.033722456198524285,0.018856605740248868,0.021370733183915653,0.014678680004994962,0.055337971474089385,0.02432995034819028,0.0
1,0.049162109966785064,0.02292499661448877,0.027546594691219967,0.016910809632580032,0.036810386952176435,0.019749081676185918,0.01282377098681955
2,0.05225004072043723,0.023640335110265996,0.033722456198524285,0.018856605740248868,0.049162109966785064,0.02292499661448877,0.003247589085395299
3,0.06768969448869802,0.02686970967293985,0.027546594691219967,0.016910809632580032,0.049162109966785064,0.02292499661448877,0.019485534512371762
4,0.05225004072043723,0.023640335110265996,0.018282802430263496,0.013411350678490253,0.04607417921313291,0.022181446320998624,0.006474152782875742
5,0.07077762524235018,0.02745756116390683,0.033722456198524285,0.018856605740248868,0.04298624845948075,0.021406744672573193,0.029039683847941825
6,0.04298624845948075,0.021406744672573193,0.05225004072043723,0.023640335110265996,0.05225004072043723,0.023640335110265996,0.0
7,0.06460176373504586,0.026264348387402377,0.02445866393756781,0.015837740742448477,0.049162109966785064,0.02292499661448877,0.01623794542697647
8,0.036810386952176435,0.019749081676185918,0.036810386952176435,0.019749081676185918,0.04607417921313291,0.022181446320998624,0.0
9,0.05842590222774154,0.02499597146008751,0.036810386952176435,0.019749081676185918,0.04607417921313291,0.022181446320998624,0.012948305565751475
