,main_value,main_error,naive_value,naive_error,control_value,control_error,R
0,0.6327810224070427,0.05247751645553221,0.033722456198524285,0.018856605740248868,0.6914517067264337,0.05025462703120271,0.0
1,0.6883637759727815,0.05039451370675377,0.04298624845948075,0.021406744672573193,0.6914517067264337,0.05025462703120271,0.0
2,0.6636603299435643,0.051419851790538346,0.05842590222774154,0.02499597146008751,0.6760120529581729,0.05092774844034985,0.0
3,0.7038034297410424,0.04966810141277235,0.05225004072043723,0.023640335110265996,0.6945396374800858,0.05011206571095194,0.030327313778240488
4,0.6945396374800858,0.05011206571095194,0.04298624845948075,0.021406744672573193,0.6821879144654772,0.050666351314606464,0.03886486252980114
5,0.6883637759727815,0.05039451370675377,0.036810386952176435,0.019749081676185918,0.6945396374800858,0.05011206571095194,0.0
6,0.6945396374800858,0.05011206571095194,0.05225004072043723,0.023640335110265996,0.7007154989873902,0.04981882686064414,0.0
7,0.7130672220019988,0.049199197709876255,0.05225004072043723,0.023640335110265996,0.6790999837118251,0.050798344713535226,0.10584991139318108
8,0.6698361914508686,0.05117886505917743,0.055337971474089385,0.02432995034819028,0.6729241222045208,0.05105458218652208,0.0
9,0.6821879144654772,0.050666351314606464,0.0615138329813937,0.02564023712819345,0.6883637759727815,0.05039451370675377,0.0
